Year;Month;Country;"US$ FOB";"Net Weight"
2000;07;Germany;15620;9900
2000;05;Japan;13085;22114
2000;01;Finland;11534;5832
2000;07;Finland;11534;5832
2000;03;Finland;11534;5832
2000;04;Bolivia;9659;25872
2000;12;Canada;8538;4480
2000;08;Uruguay;7346;10174
2000;05;Uruguay;4586;6752
2000;03;Uruguay;4033;6704
2000;07;Uruguay;2762;3897
2000;02;"United States";2700;1118
2000;06;Uruguay;2002;2916
2000;09;Uruguay;1947;2520
2000;04;Uruguay;1778;2860
2000;10;Uruguay;1722;2292
2000;12;Uruguay;1682;2487
2000;02;France;1344;600
2000;01;Uruguay;1214;2328
2000;08;"United States";967;390
2000;10;Bolivia;938;1520
2000;11;Uruguay;789;1086
2000;03;"United States";720;410
2000;06;"United States";245;233
2000;05;Bolivia;219;575
2000;02;Uruguay;214;460
2000;12;Angola;109;26
2000;02;Bolivia;69;96
